,lyrics,tags,num_syllables,pos,year,fog_index,flesch_index,num_words,num_lines,sentiment,title,f_k_grade,artist,difficult_words,num_dupes
3043,"A long, long time ago
I can still remember how that music used to make me smile
And I knew if I had my chance
That I could make those people dance
And maybe they'd be happy for a while

But February made me shiver
With every paper I'd deliver
Bad news on the doorstep
I couldn't take one more step

I can't remember if I cried
When I read about his widowed bride
But something touched me deep inside
The day the music died

So bye-bye, Miss American Pie
Drove my Chevy to the levee, but the levee was dry
And them good old boys were drinkin' whiskey and rye
Singin' ""This'll be the day that I die
This'll be the day that I die""

Did you write the book of love?
And do you have faith in God above?
If the Bible tells you so
Now, do you believe in rock and roll?
Can music save your mortal soul?
And can you teach me how to dance real slow?

Well, I know that you're in love with him
'Cause I saw you dancin' in the gym
You both kicked off your shoes
Man, I dig those rhythm and blues

I was a lonely teenage broncin' buck
With a pink carnation and a pickup truck
But I knew I was out of luck
The day the music died

I started singin' bye-bye, Miss American Pie
Drove my Chevy to the levee, but the levee was dry
Them good old boys were drinkin' whiskey and rye
Singin' ""This'll be the day that I die
This'll be the day that I die""

Now for ten years we've been on our own
And moss grows fat on a rollin' stone
But that's not how it used to be
When the jester sang for the king and queen
In a coat he borrowed from James Dean
And a voice that came from you and me

Oh, and while the king was looking down
The jester stole his thorny crown
The courtroom was adjourned
No verdict was returned

And while Lenin read a book on Marx
A quartet practiced in the park
And we sang dirges in the dark
The day the music died

We were singin' bye-bye, Miss American Pie
Drove my Chevy to the levee, but the levee was dry 
Them good old boys were drinkin' whiskey and rye
Singin' ""This'll be the day that I die
This'll be the day that I die""

Helter skelter in a summer swelter
The birds flew off with a fallout shelter
Eight miles high and falling fast
It landed foul on the grass
The players tried for a forward pass
With the jester on the sidelines in a cast

Now the halftime air was sweet perfume
While the sergeants played a marching tune
We all got up to dance
Oh, but we never got the chance

'Cause the players tried to take the field
The marching band refused to yield
Do you recall what was revealed
The day the music died?

We started singin' bye-bye, Miss American Pie
Drove my Chevy to the levee, but the levee was dry
Them good old boys were drinkin' whiskey and rye
And singin' ""This'll be the day that I die
This'll be the day that I die""

Oh, and there we were all in one place
A generation lost in space
With no time left to start again
So come on, Jack be nimble, Jack be quick
Jack Flash sat on a candlestick
'Cause fire is the devil's only friend

Oh, and as I watched him on the stage
My hands were clenched in fists of rage
No angel born in Hell
Could break that Satan's spell

And as the flames climbed high into the night
To light the sacrificial rite
I saw Satan laughing with delight
The day the music died

He was singin' bye-bye, Miss American Pie
Drove my Chevy to the levee, but the levee was dry
Them good old boys were drinkin' whiskey and rye
And singin' ""This'll be the day that I die
This'll be the day that I die""

I met a girl who sang the blues
And I asked her for some happy news
But she just smiled and turned away
I went down to the sacred store
Where I'd heard the music years before
But the man there said the music wouldn't play

And in the streets, the children screamed
The lovers cried and the poets dreamed
But not a word was spoken
The church bells all were broken

And the three men I admire most
The Father, Son and the Holy Ghost
They caught the last train for the coast
The day the music died

And they were singin' bye-bye, Miss American Pie
Drove my Chevy to the levee, but the levee was dry
And them good old boys were drinkin' whiskey and rye
Singin' ""This'll be the day that I die
This'll be the day that I die""

They were singin' bye-bye, Miss American Pie
Drove my Chevy to the levee, but the levee was dry
Them good old boys were drinkin' whiskey and rye
And singin' ""This'll be the day that I die""","['classic pop and rock', 'folk']",1036.8,3,1972,4.800000000000002,98.21,866,117,"{'neg': 0.13, 'neu': 0.764, 'pos': 0.106, 'compound': -0.9738}",American Pie,1.3,Don McLean,81,46
3044,"Candy Man, hey Candy Man
Alright everybody, gather around
The Candy Man is here
What kind of candy do you want?
Sweet chocolate? Chocolate walnut candy?
Gum drops? Anything you want
You've come to the right man because
I'm the Candy Man

Who can take a sunrise?
(Who can take a sunrise?)
Sprinkle it with dew
(Sprinkle it with dew)
Cover it with chocolate and a miracle or two

The Candy Man (the candy man)
The Candy Man can (the candy man can)
The Candy Man can 'cause he mixes it with love
And makes the world taste good
(Makes the world taste good)

Who can take the rainbow?
(Who can take the rainbow?)
Wrap it in a sigh
(Wrap it in a sigh)
Soak it in the sun and make a groovy lemon pie

The Candy Man (the candy man)
The Candy Man can (the candy man can)
The Candy Man can 'cause he mixes it with love
And makes the world taste good
(Makes the world taste good)

The Candy Man makes everything he bakes
Satisfying and delicious
Now, you talk about your childhood wishes
You can even eat the dishes

Oh, who can take tomorrow?
(Who can take tomorrow?)
Dip it in a dream
(Dip it in a dream)
Separate the sorrow and collect up all the cream

The Candy Man (the candy man)
The Candy Man can (the candy man can)
The Candy Man can 'cause he mixes it with love
And makes the world taste good
(Makes the world taste good)

The Candy Man makes everything he bakes
Satisfying and delicious
Talk about your childhood wishes
You can even eat the dishes

Yeah, yeah, yeah, who can take tomorrow?
(Who can take tomorrow?)
Dip it in a dream
(Dip it in a dream)
Separate the sorrow and collect up all the cream

The Candy Man (the candy man)
The Candy Man can (the candy man can)
The Candy Man can 'cause he mixes it with love
And makes the world taste good
(Makes the world taste good)

Yes, the Candy Man can 'cause he mixes it with love
And makes the world taste good
(Makes the world taste good)

A candy man, a candy man, a candy man
Makes the world taste good
A candy man, a candy man, a candy man
Makes the world taste good
A candy man, a candy man",['death by throat cancer'],509.4,5,1972,4.4,90.77,398,64,"{'neg': 0.015, 'neu': 0.795, 'pos': 0.19, 'compound': 0.997}",Candy Man,2.1,Sammy Davis Jr.,31,37
3045,"Sometimes in our lives
We all have pain, we all have sorrow
But if we are wise
We know that there's always tomorrow

Lean on me when you're not strong
And I'll be your friend, I'll help you carry on
For it won't be long
'Til I'm gonna need somebody to lean on

Please, swallow your pride
If I have things you need to borrow
For no one can fill those of your needs
That you won't let show

You just call on me, brother, when you need a hand
We all need somebody to lean on
I just might have a problem that you'll understand
We all need somebody to lean on

Lean on me when you're not strong
And I'll be your friend, I'll help you carry on
For it won't be long
'Til I'm gonna need somebody to lean on

You just call on me, brother, when you need a hand
We all need somebody to lean on
I just might have a problem that you'll understand
We all need somebody to lean on

If there is a load
You have to bear that you can't carry
I'm right up the road, I'll share your load
If you just call me

Call me (If you need a friend)
Call me (Call me uh-huh)
Call me (When you need a friend)
Call me (If you ever need a friend)
Call me (Call me)
Call me (Call me)
Call me (Call me)
Call me (Call me)
Call me (If you need a friend)
Call me (Call me)
Call me (Call me)
Call me (Call me)
Call me (Call me)
Call me","['classic pop and rock', 'deep soul', 'funk', 'pop soul', 'rhythm & blues', 'smooth soul', 'soul']",297.9,7,1972,4.4,107.69,272,41,"{'neg': 0.068, 'neu': 0.835, 'pos': 0.097, 'compound': 0.8174}",Lean On Me,-0.30000000000000004,Bill Withers,12,23
3046,"Girl you're gettin' that look in your eyes
And it's startin' to worry me
I ain't ready for no family ties
Nobody's gonna hurry me

Just keep it friendly girl
'Cause I don't wanna leave
Don't start clingin' to me girl
'Cause I can't breathe

Baby baby, don't get hooked on me
Baby baby, don't get hooked on me
'Cause I'll just use you then I'll set you free
Baby baby, don't get hooked on me

Girl, you're a hot-blooded woman, child
And it's warm where you're touchin' me
But I can tell by your tremblin' smile
You're seein' way too much in me

Girl, don't let your life
Get tangled up with mine
'Cause I'll just leave you 
I can't take no clingin' vine

Baby baby, don't get hooked on me
Baby baby, don't get hooked on me
'Cause I'll just use you then I'll set you free
Baby baby, don't get hooked on me

Baby baby, don't get hooked on me
Baby baby, don't get hooked on me
'Cause I'll just use you then I'll set you free
Baby baby, don't get hooked on me

Baby baby don't get hooked on me",['pop country rock'],238.5,8,1972,4.4,99.23,194,29,"{'neg': 0.024, 'neu': 0.86, 'pos': 0.115, 'compound': 0.9389000000000001}",Baby Don't Get Hooked On Me,0.9,Mac Davis,16,16
3047,"The love between the two of us was dying
And it got so bad I knew I had to leave
But halfway down that highway when I turned around I saw
My little daughter running after me
Crying

Daddy, don't you walk so fast
Daddy, don't you walk so fast
Daddy, slow down some 'cause you're makin' me run
Daddy, don't you walk so fast

Now, it broke my heart to tell my little daughter
That her daddy had to run to catch a train
She had no way of knowin' I was leavin' home for good
I turned around and there she was again
As she said to me

Daddy, don't you walk so fast
My daughter cried, daddy, don't you walk so fast
Daddy, slow down some 'cause you're makin' me run
Daddy, don't you walk so fast

If only for the sake of my sweet daughter
I just had to turn back home right there and then
And try to start a new life with the mother of my child
I couldn't bear to hear those words again
She cried and said

Daddy, don't you walk so fast
My daughter cried, daddy, don't you walk so fast
Daddy, slow down some 'cause you're makin' me run
Oh, daddy, don't you walk so fast

(Daddy, don't you walk so fast)
My daughter cried (Daddy, don't you walk so fast)
Daddy, slow down some 'cause you're makin' me run","['american', 'singer']",274.5,10,1972,5.2,105.66,240,29,"{'neg': 0.096, 'neu': 0.864, 'pos': 0.04, 'compound': -0.902}",Daddy Don't You Walk So Fast,0.5,Wayne Newton,10,14
3100,"Jeremiah was a bull frog
Was a good friend of mine
I never understood a single word he said
But I helped him a-drink his wine
And he always had some mighty fine wine

Singin' joy to the world
All the boys and girls, now
Joy to the fishes in the deep blue sea
Joy to you and me

If I were the king of the world
Tell you what I'd do
I'd throw away the cars and the bars and the wars
Make sweet love to you

Singin' now
Joy to the world
All the boys and girls
Joy to the fishes in the deep blue sea
Joy to you and me

You know I love the ladies
Love to have my fun
I'm a high night flier and a rainbow rider
A straight-shootin' son of a gun
I said a straight shootin' son of a gun

Joy to the world
All the boys and girls
Joy to the fishes in the deep blue sea
Joy to you and me

Joy to the world
All the boys and girls
Joy to the world
Joy to you and me

Joy to the world
All the boys and girls
Joy to the fishes in the deep blue sea
Joy to you and me

Joy to the world
Joy to you and me

Joy to the world, yeah yeah
All the boys and girls
Joy to the fishes in the deep blue sea
Joy to you and me

Joy to the world
Joy to you and me

Joy to the world
All the boys and girls
Joy to the fishes in the deep blue sea
Joy to you and me

You know I mean joy to the world
All the boys and girls
Joy to the fishes in the deep blue sea
Joy to you and me","['classic pop and rock', 'never been to spain']",306.9,1,1971,4.4,116.15,305,50,"{'neg': 0.021, 'neu': 0.626, 'pos': 0.352, 'compound': 0.9992000000000001}",Joy To The World,-1.4,Three Dog Night,10,39
3101,"Yeah, yeah

I can tell you've been hurt
By that look on your face, girl
Some guy brought sadness
Into your happy world

You need love
But you're afraid that if you give in
Someone else will come along
And sock it to you again

One bad apple don't
Spoil the whole bunch, girl
Oh, give it one more try
Before you give up on love

One bad apple don't
Spoil the whole bunch, girl
Oh, I don't care what they say
I don't care what you heard

I could make you happy, baby
Satisfy you too (satisfy you now)
But how can I if you
Won't give me a chance
To prove my love to you

Won't you just give me one
Little chance (one little chance now)
I'll give you love's guarantee
That you won't be hurt again

One bad apple
Don't spoil the whole bunch, girl
Oh, give it one more try
Before you give up on love

One bad apple
Don't spoil the whole bunch, girl
Oh, I don't care what they say
I don't care what you heard now

I've been noticing you, baby
For a long, long time (long, long time now)
I'm not ashamed to tell the world
That you really messed up my mind

Girl, to me
You're like a dream come true (dream come true now)
I'd rather hurt myself
Than to ever hurt you

One bad apple
Don't spoil the whole bunch, girl
Oh, give it one more try
Before you give up on love

One bad apple
Don't spoil the whole bunch, girl
Oh, I don't care what they say
I don't care what you heard now

One bad apple
Don't spoil the whole bunch, girl
No, give it one more try
Before you give up on love

One bad apple
Don't spoil the whole bunch, girl
Oh now, I don't care what they say
I don't care what you heard now",['classic pop and rock'],395.1,4,1971,4.0,100.24,323,57,"{'neg': 0.191, 'neu': 0.671, 'pos': 0.138, 'compound': -0.9515}",One Bad Apple,0.5,Osmonds,18,34
3102,"I can think of younger days
When living for my life
Was everything a man could want to do
I could never see tomorrow
But I was never told about the sorrow

And how can you mend a broken heart?
How can you stop the rain from falling down?
How can you stop the sun from shining?
What makes the world go 'round?

How can you mend this broken man?
How can a loser ever win?
Please help me mend my broken heart
And let me live again
La-la la-la-la

I can still feel the breeze
That rustles through the trees
And misty memories of days gone by
We could never see tomorrow
No one said a word about the sorrow

And how can you mend a broken heart?
How can you stop the rain from falling down?
How can you stop the sun from shining?
What makes the world go 'round?

And how can you mend this broken man?
How can a loser ever win?
Please help me mend my broken heart
And let me live again

Da da da-da la-la, la-la-da-da
La-la la-la la-da-la

Please help me mend my broken heart
And let me live again

La-da-da-da
Da-da-da-da, da-da-da da-da-da","['baroque pop', 'blue-eyed soul', 'british', 'classic pop and rock', 'dance', 'disco', 'english', 'pop', 'pop rock', 'psychedelic pop', 'soft rock', 'uk']",246.6,5,1971,4.4,99.23,202,31,"{'neg': 0.20700000000000002, 'neu': 0.715, 'pos': 0.078, 'compound': -0.9835}",How Can You Mend A Broken Heart,0.9,Bee Gees,19,16
3103,"Go away little girl
Go away little girl
I'm not supposed to be alone with you

I know that your lips are sweet
but our lips must never meet
I'm dating somebody else and I must be true

Oh, go away little girl (go away little girl)
Go away little girl (go away little girl)
It's hurting me more each minute that we delay

When you're near me like this
You're much too hard to resist
So go away little girl
Before I beg you to stay

(Go away little girl) Go away little girl
(Go away little girl) Oh, go away little girl
(It hurts me more the more that we delay)

When you're near me like this
You're much too hard to resist
So, go away little girl
Let's call it a day little girl
Please, go away little girl
Before I beg you to stay

(Go away) Go away little girl
(Go away) Go away little girl
(Go away) Please, go away little girl
(Go away) Go away little girl
(Go away)",['classic pop and rock'],223.2,7,1971,4.4,90.77,175,26,"{'neg': 0.077, 'neu': 0.8320000000000001, 'pos': 0.091, 'compound': 0.5727}",Go Away Little Girl,2.1,Donny Osmond,8,11
3104,"Almost heaven, West Virginia
Blue Ridge Mountains, Shenandoah River
Life is old there, older than the trees
Younger than the mountains, growing like a breeze

Country roads, take me home to the place I belong
West Virginia, Mountain Mama
Take me home, country roads

All my memories gather 'round her
Miner's lady, stranger to blue water
Dark and dusty, painted on the sky
Misty taste of moonshine, teardrop in my eye

Country roads, take me home to the place I belong
West Virginia, Mountain Mama
Take me home, country roads

I hear her voice, in the mornin' hour she calls me
The radio reminds me of my home far away
And drivin' down the road, I get a feelin
That I should have been home yesterday, yesterday

Country roads, take me home to the place I belong
West Virginia, Mountain Mama
Take me home, country roads

Country roads, take me home to the place I belong
West Virginia, Mountain Mama
Take me home, country roads
Take me home, (down) country roads
Take me home, (down) country roads","['american', 'country', 'country folk', 'death by airplane', 'folk', 'folk rock', 'pop', 'pop folk', 'rock', 'rock and roll']",248.4,8,1971,4.4,82.31,177,26,"{'neg': 0.0, 'neu': 0.9580000000000001, 'pos': 0.042, 'compound': 0.7357}","Take Me Home, Country Roads",3.3,John Denver,31,15
3105,"Ooh, ooh

Each day through my window, I watch her as she passes by
I say to myself, ""You're such a lucky guy.""
To have a girl like her is truly a dream come true
Out of all the fellas in the world, she belongs to you

But it was just my imagination
Running away with me
It was just my imagination
Running away with me, ooh
Oooohhhhhhh, (So)

(So) So we'll be married and raise a family (oh yeah)
A cozy little home out in the country with two children, maybe three
I tell you, I can visualize it all
This couldn't be a dream, for too real it all seems

But it was just my imagination, once again
Running away with me
Tell you it was just my imagination
Running away with me

Every night on my knees I pray
Dear Lord, hear my plea
Don't ever let another take her love from me
Or I will surely die

Mmm, her love is heavenly
When her arms enfold me
I hear a tender rhapsody
But in reality
She doesn't even know me

Just my imagination, once again
Running away with me
Oh, tell you it was just my imagination
Running away with me (I'll never get her, but I can't forget her)

Just my imagination (Ooh, yeah, yeah, yeah, yeah)
Running away with me
It was just my imagination
Running away with me","['american', 'contemporary r&b', 'funk', 'pop soul', 'psychedelic soul', 'rhythm & blues', 'rnb', 'soul', 'soul and reggae']",297.0,9,1971,4.800000000000002,89.75,235,33,"{'neg': 0.01, 'neu': 0.848, 'pos': 0.14200000000000002, 'compound': 0.9737}",Just My Imagination,2.5,Temptations,18,13
3106,"Hey, girl, whatcha doin' down there?
Dancing alone every night while I live right above you
I can hear your music playin'
I can feel your body swayin'
One floor below me, you don't even know me
I love you

Oh my darlin'
Knock three times on the ceiling if you want me
Mmm, twice on the pipe if the answer is no
Oh my sweetness
Means you'll meet me in the hallway
Whoa, twice on the pipe means you ain't gonna show

If you look out your window tonight
Pulling the string with the note that's attached to my heart
Read how many times I saw you
How in my silence I adored you
And only in my dreams did that wall between us come apart

Oh my darlin'
Knock three times on the ceiling if you want me
Mmm, twice on the pipe if the answer is no
Whoa my sweetness
Means you'll meet me in the hallway
Whoa, twice on the pipe means you ain't gonna show

Whoa, I can hear the music playing
I can feel your body swayin'
One floor below me you don't even know me
I love you

Oh my darlin'
Knock three times on the ceiling if you want me
Whoa, twice on the pipe if the answer is no (I love you, I love you, I love you)
Oh my sweetness
Means you'll meet me in the hallway
Mmm, twice on the pipe means you ain't gonna show","['black metal', 'death metal']",287.1,10,1971,4.800000000000002,98.21,247,33,"{'neg': 0.032, 'neu': 0.812, 'pos': 0.156, 'compound': 0.9864}",Knock Three Times,1.3,Dawn,12,15
3154,"When you're weary
Feeling small
When tears are in your eyes
I will dry them all

I'm on your side
When times get rough
And friends just can't be found

Like a bridge over troubled water
I will lay me down
Like a bridge over troubled water
I will lay me down

When you're down and out
When you're on the street
When evening falls so hard
I will comfort you

I'll take your part
When darkness comes
And pain is all around

Like a bridge over troubled water
I will lay me down
Like a bridge over troubled water
I will lay me down

Sail on, Silver Girl
Sail on by
Your time has come to shine
All your dreams are on their way

See how they shine
If you need a friend
I'm sailing right behind

Like a bridge over troubled water
I will ease your mind
Like a bridge over troubled water
I will ease your mind","['american', 'classic pop and rock', 'contemporary folk', 'film soundtrack', 'folk', 'folk pop', 'folk rock', 'pop rock', 'rock', 'seven', 'simon-garfunkel', 'singer/songwriter']",193.5,1,1970,4.0,100.24,160,32,"{'neg': 0.231, 'neu': 0.668, 'pos': 0.101, 'compound': -0.9616}",Bridge Over Troubled Water,0.5,Simon and Garfunkel,10,16
3155,"Why do birds suddenly appear
Everytime you are near?
Just like me they long to be
Close to you

Why do stars fall down from the sky
Everytime you walk by?
Just like me they long to be
Close to you

On the day that you were born
The angels got together
And decided to create a dream come true
So they sprinkled moondust in your hair of gold
And starlight in your eyes of blue

That is why all the girls in town (Girls in town)
Follow you (Follow you) all around (all around)
Just like me they long to be
Close to you

On the day that you were born
The angels got together
And decided to create a dream come true
So they sprinkled moondust in your hair of gold
And starlight in your eyes of blue

That is why all the girls in town (Girls in town)
Follow you (Follow you) all around (all around)
Just like me they long to be
Close to you

Just like me (Just like me) they long to be
Close to you

Close to you
Close to you
Close to you
Close to you

Close to you
Close to you
Close to you","['adult contemporary', 'baroque pop', 'classic pop and rock', 'country pop', 'easy listening', 'pop']",236.7,2,1970,4.0,100.24,203,35,"{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.9755}",(They Long To Be) Close To You,0.5,Carpenters,12,28
3156,"Raindrops are falling on my head
And just like the guy whose feet are too big for his bed
Nothing seems to fit
Those raindrops are falling on my head, they keep falling

So I just did me some talking to the sun
And I said I didn't like the way he got things done
He's sleeping on the job
Those raindrops are falling on my head, they keep fallin'

But there's one thing I know
The blues they send to meet me
Won't defeat me
It won't be long 'till happiness steps up to greet me

Raindrops keep falling on my head
But that doesn't mean my eyes will soon be turning red
Crying's not for me
'Cause, I'm never gonna stop the rain by complaining

Because I'm free
Nothing's worrying me

It won't be long 'till happiness steps up to greet me

Raindrops keep falling on my head
But that doesn't mean my eyes will soon be turning red
Crying's not for me, 'cause,
I'm never gonna stop the rain by complaining

Because I'm free
Nothing's worrying me","['contemporary christian', 'country', 'pop', 'rock', 'soft rock']",208.8,4,1970,4.800000000000002,98.21,180,25,"{'neg': 0.088, 'neu': 0.754, 'pos': 0.158, 'compound': 0.9528000000000001}",Raindrops Keep Fallin' On My Head,1.3,B.J. Thomas,15,11
3157,"War, huh, yeah
What is it good for?
Absolutely nothing, uh-huh, uh-huh

War, huh, yeah
What is it good for?
Absolutely nothing, say it again, y'all

War, huh, good god
What is it good for?
Absolutely nothing, listen to me

Oh war, I despise
'Cause it means destruction of innocent lives
War means tears to thousands of mothers' eyes
When their sons go off to fight and lose their lives

I said, war, huh, good god, y'all
What is it good for?
Absolutely nothing, say it again

War, huh, whoa-oh-whoa-oh, Lord
What is it good for?
Absolutely nothing, listen to me

War, it ain't nothing but a heartbreak
War, friend only to the undertaker

Oh, war, is an enemy to all mankind
The thought of war blows my mind
War has caused unrest within the younger generation
Induction then destruction, who wants to die?

Oh, war, huh, good god, y'all
What is it good for?
Absolutely nothing, say it, say it, say it

War, huh, uh-huh, yeah, uh
What is it good for?
Absolutely nothing, listen to me

War, it ain't nothing but a heartbreaker
War, it got one friend, that's the undertaker

Oh, war has shattered many a young man's dreams
Made him disabled, bitter and mean
Life is much too short and precious to spend fighting wars these days
War can't give life, it can only take it away

Oh, war, huh, good god, y'all
What is it good for?
Absolutely nothing, say it again

War, huh, whoa-oh-whoa-oh, Lord
What is it good for?
Absolutely nothing, listen to me

War, it ain't nothing but a heartbreaker
War, friend only to the undertaker

Peace, love and understanding, tell me
Is there no place for them today?
They say we must fight to keep our freedom
But lord knows there's got to be a better way

Oh, war, huh, good god, y'all
What is it good for?
You tell me, (nothing) say it, say it, say it, say it

War, huh, good god, yeah, huh
What is it good for?
Stand up and shout it (nothing)",['classic pop and rock'],430.2,5,1970,4.4,99.23,346,55,"{'neg': 0.291, 'neu': 0.489, 'pos': 0.22, 'compound': -0.994}",War,0.9,Edwin Starr,34,36
3158,"Ah, ah, ah
Ooh, ooh
Ah, ah, ah
Ooh, ooh

If you need me, call me
No matter where you are
No matter how far
Just call my name
I'll be there in a hurry
On that you can depend and never worry

You see, my love is alive
It's like a seed that only needs
The thought of you to grow
So if you feel the need for company
Please, my darling
Let it be me

Ah, ah, ah
Ooh, ooh

I may not be able to express
The depth of the love I feel for you
But a writer put it very nicely
When he was away from the one he loved
He sat down and wrote these words

(No wind) No wind
(No rain) No rain
(Or winter's cold Can stop me baby) Ooh baby
(Baby) Baby
(If you're my goal) Oh
(No wind) No wind
(No rain) No rain
(Can stop me baby) If you are my goal

Ah, ah, ah
Ooh, ooh

I know, I know you must follow the sun
Where ever it leads
But remember, if you should fall short of your desires
Remember life's holds to you one guarantee
You'll always have me

And if you should miss my lovin'
One of these old days
If you should ever miss the arms that used to hold you so close
Or the lips that used to touch yours so tenderly
Just remember what I told you the day I set you free

(Ain't no mountain high enough) Oh
(Ain't no valley low enough) Ooh
(Ain't no river wide enough) Ooh
To keep me from you

(Ain't no mountain high enough) Ow
(Ain't no valley low enough) Say it again
(Ain't no river wide enough) Hey
To keep me from you

Ain't no mountain high enough
Nothing can keep me, keep me from you
Ain't no mountain high enough (no)
Nothing can keep me, keep me from you

Ain't no mountain high enough (oh)
Ain't no valley low enough (say it again)
Ain't no river wide enough (yeah yeah)
To keep me from you

Ain't no mountain high enough
(Ain't no mountain high enough. Ain't no valley low enough)
Nothing can keep me, keep me from you
(Ain't no river wide enough to keep me from you)

Nothing in this world
(Ain't no mountain high enough. Ain't no valley low enough)
Nothing in this world to keep me from you
(Ain't no river wide enough to keep me from you)","['adult contemporary', 'american', 'classic pop and rock', 'contemporary r&b', 'disco', 'jazz', 'pop', 'pop soul', 'rnb', 'soul']",476.1,6,1970,4.4,107.69,416,64,"{'neg': 0.045, 'neu': 0.776, 'pos': 0.179, 'compound': 0.9941000000000001}",Ain't No Mountain High Enough,-0.30000000000000004,Diana Ross,27,28
3159,"You and I must make a pact
We must bring salvation back
Where there is love, I'll be there (I'll be there)

I'll reach out my hand to you
I'll have faith in all you do
Just call my name and I'll be there (I'll be there)

You know, I'll be there to comfort you
Build my world of dreams around you, I'm so glad that I found you
I'll be there with a love that's strong
I'll be your strength, I'll keep holding on
Yes I will, yes I will

Let me fill your heart with joy and laughter
Togetherness, girl, is all I'm after
Whenever you need me, I'll be there (I'll be there)

I'll be there to protect you (Yeah, baby)
With an unselfish love that respects you
Just call my name and I'll be there (I'll be there)

You know, I'll be there to comfort you
Build my world of dreams around you, I'm so glad that I found you
I'll be there with a love that's strong
I'll be your strength, I'll keep holding on
Yes I will, yes I will

If you should ever find someone new
I know he'd better be good to you
'Cause if he doesn't, I'll be there

Don't you know, baby, yeah yeah?
I'll be there
I'll be there
Just call my name, I'll be there
Just look over your shoulders, honey, ooh!

I'll be there
I'll be there
Whenever you need me, I'll be there

Don't you know, baby, yeah yeah?
I'll be there
I'll be there
Just call my name, I'll be there

Ooh! Ooh! Ooh! Ooh!
I'll be there","['bubblegum', 'funk', 'pop', 'pop and chart', 'pop soul', 'soul', 'soul and reggae']",306.0,7,1970,4.800000000000002,106.67,273,38,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.998}",I'll Be There,0.1,Jackson 5,12,23
3160,"Never met a girl could make me feel the way that you do
Whenever I'm asked what makes my dreams real, I tell 'em you do
Well, tweedlee dee, tweedlee dum, look out, baby, 'cause here I come

I'm bringin' you a love that's true, get ready
Start makin' love to you, get ready 
Oh, don't you know I'm coming
On my way

You wanna play hide and seek with love, let me remind ya
Lovin' you're gonna miss and the time it takes to find ya
Well, fe fi fo fo fum, look out, baby, now, here I come

I'm bringin' you a love that's true, aw, get ready
Start makin' love to you, get ready
Don't you know I'm comin', on my way

If all my friends shouldn't want me to, I think I'll understand
Hope I get to you before they do, 'cause that's how I planned it
Well, tweedlee dee, now, tweedlee dum, look out, baby, now, here I come

I'm  bringin' you a love that's true, get ready
I'll start makin' love to you, get ready
Don't you know I'm coming
On my way","['american', 'psychedelic rock', 'psychedelic soul', 'rock']",221.4,8,1970,5.6,96.18,189,20,"{'neg': 0.02, 'neu': 0.67, 'pos': 0.31, 'compound': 0.9964000000000001}",Get Ready,2.1,Rare Earth,16,5
3161,"When I find myself in times of trouble
Mother Mary comes to me
Speaking words of wisdom
Let it be

And in my hour of darkness
She is standing right in front of me
Speaking words of wisdom
Let it be

(Ooh) Let it be, let it be
A-let it be, let it be
Whisper words of wisdom
Let it be

And when the broken-hearted people
Living in the world agree
There will be an answer
Let it be

For though they may be parted
There is still a chance that they will see
There will be an answer
Let it be

Let it be, let it be
Let it be, let it be
Yeah, there will be an answer
Let it be

Let it be, let it be
A-let it be, let it be
Whisper words of wisdom
Let it be

Let it be, let it be
A-let it be, yeah, let it be
Whisper words of wisdom
Let it be

And when the night is cloudy
There is still a light that shines on me
Shine until tomorrow
Let it be

I wake up to the sound of music
Mother Mary comes to me
Speaking words of wisdom
Let it be

Yeah, let it be, let it be
Let it be, yeah, let it be
Oh, there will be an answer
Let it be

Let it be, let it be
Let it be, yeah, let it be
Oh, there will be an answer
Let it be

Let it be, let it be
Let it be, yeah, let it be 
Whisper words of wisdom 
Let it be","['1', '60s', '80s', 'a filk artist', 'adult alternative pop rock', 'art pop', 'art rock', 'bbc', 'beat music', 'blues rock', 'boys band', 'british', 'british invasion', 'british psychedelia', 'british rhythm & blues', 'britpop', 'classic pop and rock', 'classical pop', 'english', 'experimental', 'folk pop', 'folk rock', 'folk-rock', 'hair metal', 'hard rock', 'heavy metal', 'indie rock', 'instrumental pop', 'liverpool', 'male vocalists', 'merseybeat', 'one beatles', 'orchestral', 'orchestral pop', 'overrated', 'parlophone', 'pop', 'pop rock', 'pop-metal', 'pop-rock', 'pop/rock', 'progressive rock', 'psychedelic', 'psychedelic pop', 'psychedelic rock', 'rhythm & blues', 'rock', 'rock & roll', 'rock and roll', 'rock roll', 'singer songwriter', 'sunshine pop', 'the-beatles', 'tribute albums', 'uk', 'united kingdom']",290.7,9,1970,4.0,108.7,268,52,"{'neg': 0.016, 'neu': 0.842, 'pos': 0.14200000000000002, 'compound': 0.987}",Let It Be,-0.7000000000000001,Beatles,21,37
